genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Classical,Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: 3. Poco allegretto",2IMJqn67oira0vy5DdqlO2,39,0.976,0.0817,6.523266666666666,0.0375,0.843,0.077,-27.637,0.0437,176.349,0.0515
Soundtrack,Rachel Portman,July 15th,2Qim68Qn5wyhJiTS15f0c7,23,0.987,0.2,1.6226666666666667,0.137,0.874,0.119,-18.064,0.0437,75.422,0.0249
Country,Montgomery Gentry,Where I Come From (Remix) [feat. Colt Ford & The Lacs],2zHJJWW1meLvMfv5qQLB9j,42,0.0389,0.756,3.3627166666666666,0.75,0.0,0.0298,-5.619,0.0519,104.987,0.695
Reggaeton,Chino & Nacho,Esta Noche Seremos Más,5hztmwMZAmgyQuEXrsKYzy,22,0.206,0.756,2.936,0.844,0.0,0.271,-6.466,0.0713,119.726,0.759
Blues,Nazareth,Whisky Drinkin' Woman,2P8F1vB4GGQeV2zG5z2qDW,33,0.0151,0.574,5.496,0.499,0.0123,0.0584,-12.615,0.035,81.458,0.854
Soul,Aretha Franklin,The House That Jack Built,3uK6SqdNXutPBNi6vUenpt,43,0.281,0.516,2.332,0.892,0.0,0.283,-4.168,0.0969,184.194,0.961
Movie,Angela Lansbury,"Beauty and the Beast - From ""Beauty And The Beast""",5lZVV6ZjD1HJqaiipiTNLM,12,0.735,0.317,2.7388833333333333,0.226,3.71e-06,0.187,-11.249,0.0318,87.875,0.151
Anime,Capcom Sound Team,土砂と熱風/ボルボロス,1NgvpSo0StB1O9kq6E2qFm,16,0.053,0.516,3.7282166666666665,0.884,0.861,0.303,-9.749,0.0545,140.078,0.351
Electronic,Röyksopp,…And The Forest Began To Sing,1qFR8eQOkJIwGYUUVwcrLZ,34,0.547,0.198,1.8362166666666664,0.41,0.922,0.167,-16.477,0.0494,125.524,0.514
Blues,The Allman Brothers Band,Midnight Rider,1hHGUdFaiJHw9hVZGJWYO2,68,0.209,0.585,3.001116666666667,0.532,0.00797,0.227,-9.673,0.0268,94.461,0.68
Indie,Parade of Lights,Golden,4Hqlo1XhohWyonvWJ2U3Mn,51,0.000538,0.48,3.0761,0.845,0.0,0.625,-5.026,0.128,99.982,0.65
Reggaeton,"Secreto ""El Famoso Biberon""",La Vuelta,6gv565xQpiHTY32i9rouuh,46,0.242,0.802,4.735566666666666,0.742,0.0,0.107,-4.347,0.173,89.035,0.506
Electronic,Carbon Based Lifeforms,Mechanism - Remastered,5nKC7cJNIXcOiCOn891gCY,30,0.962,0.346,5.266666666666667,0.607,0.927,0.39,-12.288,0.0931,180.017,0.34
Reggae,Tropidelic,If I Die Tomorrow,12HeC3M0nUwnHsus7INFdK,23,0.463,0.654,4.64355,0.567,2.2e-05,0.629,-9.198,0.0555,131.982,0.323
Blues,Flamin' Groovies,Slow Death,44JvhqeLaMatXiA2VAtw25,41,0.00376,0.459,4.39555,0.829,2.49e-06,0.11,-9.974,0.0662,146.843,0.404
Country,Brantley Gilbert,Small Town Throwdown,0rX4YStqUt1k1VEBe1U4HJ,57,0.0242,0.555,3.3613166666666667,0.861,0.0,0.114,-3.884,0.0374,98.0,0.775
Dance,Ariana Grande,December,7zrhy9OhtcO7MdIvbbJiOa,58,0.492,0.71,1.9377833333333336,0.396,0.0,0.221,-11.247,0.0843,89.941,0.63
Folk,Gregory Alan Isakov,Time Will Tell,76PS07wzG7zYMy8rHPjL2t,50,0.958,0.378,2.7922166666666666,0.25,0.00118,0.124,-11.51,0.0292,168.071,0.415
Comedy,Sam Morril,Sam has daddy issues,1qeX9iwICRuqqSLI3mwsZA,21,0.834,0.558,4.51,0.822,0.0,0.767,-12.878,0.891,119.195,0.359
Country,Jelly Roll,Go Back,6LzRXwGOiLsbLcU2qyye9E,46,0.233,0.687,3.6008833333333334,0.612,0.0,0.114,-6.29,0.213,139.99,0.544
Children's Music,Music For Little People Choir,Ravioli,0RVuAGuqS3dftqKBRyUIdm,2,0.573,0.409,1.156,0.382,0.0,0.315,-15.376,0.11,70.691,0.662
Folk,Sleeping At Last,All Through the Night,4m8QRApdIvxMERrlgigXj4,56,0.949,0.309,3.2967333333333335,0.204,0.0,0.127,-10.867,0.0397,185.309,0.289
Anime,Riya,Still Remains,0CWEvDYhoTFQpcjTuvcZNM,21,0.00124,0.513,5.580883333333333,0.707,0.191,0.204,-4.242,0.0466,173.998,0.0537
Jazz,Biosphere,Dissolving Clouds,2IB1P4oT2EHRFJA5O7eRnC,40,0.987,0.0644,4.467516666666667,0.0463,0.781,0.111,-29.709,0.044,74.571,0.0289
Soul,Tora,Poly Amor,1EBlYmPva0CaBf1B2HoxzL,39,0.621,0.689,3.3833333333333333,0.486,0.000219,0.122,-9.074,0.0786,143.84,0.427
Comedy,George Carlin,Black Consciousness,7MukPSKa50qfqXBtYzSGhh,11,0.864,0.494,2.63845,0.452,0.0,0.747,-23.196,0.933,68.398,0.283
Jazz,Pink Martini,Let's Never Stop Falling in Love,3bb40GXmHB67t3Uhh6dQSj,36,0.557,0.522,3.0497833333333335,0.488,1.03e-05,0.159,-5.477,0.0293,126.014,0.674
Hip-Hop,Don Toliver,Diva,6FIsKBZc3EHaTvWndQajIF,59,0.0759,0.757,3.3530166666666665,0.655,0.0,0.0743,-7.118,0.15,153.912,0.897
Classical,Antonio Vivaldi,"Concerto for Viola d'amore, Lute, Strings and Basso Continuo in D Minor, RV 540: I. Allegro",77igKvfWzBpSGVKzfUMcaX,29,0.926,0.495,4.751116666666666,0.111,0.12,0.0772,-18.591,0.0506,78.772,0.436
Anime,Austin Wintory,Three Days to Cross,2xSlTofVfNedsPrrytP25K,28,0.977,0.196,2.058133333333333,0.0724,0.339,0.365,-20.595,0.0431,73.584,0.0518
Ska,Less Than Jake,This One's Gonna Leave a Bruise,0WyKjxptG1bOK8FCNfWCZ2,16,0.0059,0.474,2.4266666666666667,0.958,0.0,0.268,-2.881,0.0613,141.753,0.772
Soundtrack,John Powell,Flying with Chewie,0qRkmCnPdsIWnXWHhSxGEe,39,0.307,0.194,3.5031166666666667,0.438,0.919,0.152,-16.327,0.0429,97.771,0.268
Blues,The Platters,(You've Got) The Magic Touch,7MENo2s0iWFSX3PGY8Czl2,34,0.969,0.554,2.49445,0.246,2.92e-05,0.128,-10.961,0.0303,128.903,0.388
Country,Alan Jackson,"Mexico, Tequila And Me",2Kx7whpcyo1Yp4XI30xsc7,44,0.116,0.574,3.4251,0.827,1.83e-05,0.35,-7.988,0.0434,156.001,0.732
Comedy,Kevin Hart,I Put Myself In Situations - Live From The Laff House,1BvMfw6hUQrXDRhwdIbAz6,19,0.87,0.412,2.745816666666667,0.446,0.0,0.689,-11.268,0.459,64.781,0.626
Movie,Adam Jacobs,One Jump Ahead (Reprise),3IGe9TnUiwWSWqOZi7XE38,40,0.945,0.293,0.6066666666666667,0.143,0.000223,0.393,-14.271,0.0404,84.049,0.371
World,Christy Nockels,His Banner over Me,0EUntuPbZGcS3Dd7nCifT4,46,0.975,0.379,2.9326666666666665,0.187,7.25e-05,0.103,-13.916,0.0345,187.843,0.315
Movie,Chorus,Baa Baaro - Bit,2kYBCCnK1u1pfme85TxNWp,0,0.848,0.44,1.544266666666667,0.402,0.000104,0.0869,-10.244,0.0375,79.426,0.555
Soundtrack,James Newton Howard,My Name Is Robert Neville,2JY6Af30DaD5gW8BPLZSha,38,0.832,0.165,2.8486666666666665,0.177,0.652,0.0945,-20.044,0.0435,67.59,0.0573
Reggae,Beres Hammond,Seasons Change,7feLFhTelyUQvO1Bf1AHac,28,0.184,0.617,4.115166666666667,0.701,0.0,0.733,-3.455,0.0971,83.634,0.798
Blues,Patti Drew,Workin' On A Groovy Thing,0r5aPIQ3H9knqQT6qyW4Zy,32,0.486,0.363,3.1962166666666665,0.582,4.3e-06,0.457,-6.698,0.0286,101.681,0.894
Reggaeton,Jeremias,Tu,7amdrv0WoJDMKocFGNyozY,17,0.337,0.634,3.971116666666666,0.354,0.0,0.0881,-9.672,0.0398,80.015,0.274
Jazz,John Coltrane,Impressions - Take 3,37WE7b8RUE4dpSLDg7OmGu,37,0.00689,0.414,4.601333333333334,0.555,0.000371,0.217,-12.115,0.0605,120.593,0.639
Classical,Claude Debussy,Prélude à l’après-midi d’un faune,4GoNXwMrkNfVifDKI4oSNj,31,0.991,0.192,8.895116666666667,0.0181,0.948,0.0757,-29.82,0.0416,70.183,0.0359
Hip-Hop,G-Eazy,Tumblr Girls,4Fv6wNYUixnYkj3Dgfrls8,67,0.101,0.49,4.261333333333333,0.373,0.000105,0.128,-9.762,0.26,121.889,0.346
R&B,Smino,Ricky Millions,4RcIM9FCaFFlAfC6pMMb59,45,0.801,0.59,2.9134333333333333,0.424,0.0,0.487,-6.861,0.178,107.334,0.676
Opera,Christophe Rousset,Quatuor No. 1 in D Major: V. Modérément,1GAm93sBPEUSbIpSjANb6p,20,0.925,0.338,2.328883333333333,0.0813,0.00711,0.302,-21.291,0.0414,81.374,0.301
Alternative,Beastie Boys,Looking Down The Barrel Of A Gun,7mPfubAjo4PVuRqO84bHZb,43,0.162,0.736,3.4742166666666665,0.905,0.000252,0.12,-8.789,0.059,138.029,0.683
Alternative,6LACK,One Way (feat. T-Pain) - Bonus,7HDpgbWMVzI8bEbdldw3cs,61,0.73,0.425,4.782616666666667,0.406,3.59e-06,0.107,-8.911,0.176,184.061,0.124
Dance,Chris Brown,Hurt The Same,7cSi7K9B4swi7814BG58jE,48,0.0261,0.604,3.484766666666667,0.692,0.0,0.0515,-5.267,0.333,159.952,0.592
Country,Brett Eldredge,Bring You Back,13dQb9ZXU7ehRoDLrjyTt0,47,0.307,0.572,3.1997833333333334,0.711,0.0,0.203,-4.774,0.0423,143.925,0.572
Classical,Wolfgang Amadeus Mozart,"Symphony No. 39 in E-Flat Major, K. 543: I. Adagio - Allegro",6NQOOOYQxsq0IG8GItfLTF,21,0.933,0.16,8.536216666666666,0.0744,0.761,0.0785,-22.592,0.0408,35.341,0.0761
Pop,A Day To Remember,Paranoia,3HhaSocKwTptze7PySNZlW,65,4.82e-05,0.409,3.3446166666666666,0.992,2.03e-06,0.1,-2.803,0.108,149.859,0.344
Blues,JJ Grey & Mofro,A Woman,4U5CtEa8xfUwscTRm3nnwp,29,0.227,0.388,3.39955,0.385,0.0,0.736,-8.39,0.0291,104.069,0.365
Comedy,Moshe Kasher,Jim Morrison Cat (The Doors) - Live,0DADWenNHcGfZS4CmgTS0c,19,0.813,0.581,2.490883333333333,0.92,0.0,0.889,-2.843,0.839,168.565,0.806
Opera,Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata VI in A Minor Talm I,6: IV. Allegro",3gKXynOixsH8Fa16RsuXls,10,0.905,0.414,2.334216666666667,0.126,0.000769,0.248,-16.977,0.0406,104.88,0.478
Soundtrack,Marcin Przybyłowicz,Go Back Whence You Came,6yVMgJ3mxnHwFO2qENeTmW,40,0.0535,0.129,1.75,0.253,0.537,0.131,-16.535,0.0349,61.753,0.0437
Comedy,Eddie Izzard,The Tyranny Of Ducks,4AFh7aLElR3XDldOXp8CuB,17,0.74,0.506,3.50445,0.862,0.0,0.964,-17.438,0.941,82.266,0.107
Ska,Teenage Bottlerocket,Nothing Else Matters (When I'm With You),0xC1oDf76MIqRf203QabxC,36,0.00103,0.451,3.328666666666667,0.924,0.000386,0.206,-4.085,0.0761,181.949,0.814
Reggae,Sticky Fingers,Murderous Nerves,1OgdlWVgOqoPBi9jpph2JH,46,0.236,0.574,3.05845,0.651,0.00217,0.129,-8.399,0.0671,147.473,0.84
Hip-Hop,Alexis y Fido,Una En Un Millón,6thg9w8KTc9RvMWK8jnxNW,64,0.359,0.865,3.4806666666666666,0.705,0.0,0.128,-4.919,0.059,95.01,0.555
Soundtrack,Daniel Pemberton,Alchemax Arrival,5aMBWPUqyeKXl278Ao5Xsy,34,0.0121,0.46,2.28745,0.251,0.819,0.147,-14.048,0.0392,83.392,0.194
Children’s Music,Have Mercy,Coexist,0XToVIgw1PRZB77SEe42GA,43,0.00679,0.364,3.0381833333333335,0.937,0.000135,0.0403,-4.427,0.0898,157.991,0.509
Comedy,Joe Zimmerman,Universe,7IRjSTPf63gDsHZubJ44Jg,12,0.926,0.467,2.338216666666667,0.557,0.0,0.487,-12.05,0.941,75.562,0.552
Pop,Dixie Chicks,Cowboy Take Me Away,3rXCZRMiMZp0feGcYXpwYX,69,0.365,0.467,4.7877833333333335,0.622,0.00527,0.0982,-7.255,0.031,164.418,0.455
Country,Maren Morris,Gold Love,5VHzuy8pL5n58n0DRYkq8Q,0,0.0403,0.663,3.385783333333334,0.74,0.0,0.147,-6.405,0.0381,92.009,0.558
World,Kaminanda,Hero's Journey,32mlkCg5ni0HZBYOtC8a0k,34,0.0106,0.654,9.3913,0.651,0.483,0.355,-8.601,0.0385,92.011,0.341
Anime,Kensuke Ushio,flw,4vpm7wjfkwcqlZhX5Cnhqt,30,0.987,0.556,1.598,0.0413,0.869,0.128,-23.559,0.0446,80.027,0.115
World,Don Moen,Sing for Joy,2ezr7JGTzhOKo34HQzXgHU,41,0.0409,0.587,3.673333333333334,0.845,1.01e-05,0.385,-6.309,0.0593,113.955,0.499
Ska,The Slackers,Go Go Go!,564MDcRagjERYpMYPkfgAl,23,0.0701,0.529,3.9252666666666665,0.724,0.0988,0.122,-5.649,0.0329,127.872,0.552
Opera,Georges Bizet,"Carmen, WD 31, Act I: Où me conduirez-vous? (Live)",5zTT6mTLkkv5lL3iiT6h8n,14,0.818,0.28,1.322,0.00976,0.0,0.203,-36.729,0.0597,170.565,0.231
Dance,Depeche Mode,Personal Jesus - Remastered Version,3gv4AhWWneEu2oh1Egz652,51,0.0963,0.689,3.7506666666666666,0.844,0.00852,0.0621,-5.519,0.0348,129.973,0.772
Pop,Coldplay,The Scientist,75JFxkI2RXiU7L9VXzMkle,84,0.727,0.56,5.16,0.442,1.71e-05,0.11,-7.224,0.0243,146.448,0.212
Classical,Erik Satie,Deuxième Gymnopédie,3IJevl02bKHVTiTxzeVhmc,23,0.995,0.486,2.7377833333333332,0.00391,0.949,0.0669,-33.418,0.0566,74.744,0.349
Rap,Post Malone,Blame It On Me,1ZemPoaj7LBj1RAQrb89EC,76,0.135,0.651,4.363333333333333,0.587,1.07e-05,0.149,-7.307,0.0421,121.838,0.317
Comedy,Adam Sandler,"The Chanukah Song, Part 4",2snP8CElyiXRCJN1v8nLkx,20,0.84,0.29,4.051933333333333,0.595,7.19e-05,0.411,-14.287,0.449,168.211,0.294
Children’s Music,Trivium,Betrayer,66fnnX8Mvq71C8dYO4aWSt,53,0.000258,0.462,5.45045,0.976,0.0012,0.334,-3.569,0.093,96.992,0.4
Hip-Hop,Nengo Flow,Los Intocables,2cUGbioZA5sPZ0KlZwpzYj,60,0.0801,0.699,3.6426833333333337,0.553,0.0,0.401,-6.596,0.198,134.167,0.209
Ska,Mischief Brew,The Midnight Special 2002,0TtXQJU6r677jQHMQhm4Uy,22,0.16,0.656,3.61155,0.64,0.0,0.0599,-6.165,0.117,119.314,0.66
Movie,Karine Costa,Laissez-Nous Chanter,27RzNV2gcv1N9jNX7ghQtd,0,0.395,0.659,3.81845,0.788,0.0,0.335,-7.452,0.0392,102.73,0.707
Jazz,Louis Armstrong,Christmas In New Orleans,4Jj3HUcLGj0ysrJRmtgN3a,37,0.65,0.635,2.9,0.331,0.0,0.146,-11.914,0.162,103.363,0.498
Electronic,Lone,Saturday Night (DJ-Kicks),0aUdj5nKgxEcFfy1uYBHXI,41,0.000712,0.861,6.128116666666667,0.574,0.871,0.068,-12.554,0.056,126.984,0.218
World,Desert Dwellers,Sunrise at Sindhu,5pPyGxZF898thCFvG93yTJ,23,0.00637,0.616,7.134166666666666,0.797,0.141,0.0805,-6.408,0.0399,160.016,0.359
Jazz,Bobby Valentin,Mi Ritmo Es Bueno,461r8m7wxs4hpc5aVKYRd3,40,0.705,0.552,5.7717833333333335,0.635,0.000187,0.108,-9.848,0.081,96.416,0.851
Anime,School Food Punishment,Sky Step,1nQlfACUnIKS3gvXMoptj0,16,0.122,0.56,5.600883333333333,0.812,2.44e-05,0.0603,-6.325,0.0586,147.008,0.65
Comedy,Rachel Feinstein,Talking dirty,3zDT6JjRg3kIBQMW6E6hZh,20,0.813,0.511,3.4026666666666667,0.948,0.0,0.473,-6.017,0.807,68.143,0.447
Soundtrack,Nicholas Hooper,Dumbledore's Speech,6JepEAAVNImVBB5sPKQaW5,37,0.855,0.264,1.53155,0.0206,0.976,0.0523,-32.948,0.0391,64.021,0.0325
Comedy,John Heffron,Red Hat Gang,4IgvfImAekOLTUFNhCPfpl,20,0.718,0.5,5.463033333333334,0.659,0.0,0.671,-7.964,0.948,75.76,0.474
Soundtrack,Hans Zimmer,I've Got My Eye On You,2XVsXiDJYfcZLC29l4NTWG,33,0.35,0.314,2.42445,0.144,0.953,0.108,-16.166,0.0344,79.474,0.0372
Anime,Bruce Faulconer,Cell Transforms,55ZDZuOCkdHOeuk9feMUys,15,0.282,0.384,0.88045,0.525,0.185,0.109,-7.823,0.0417,148.632,0.639
Folk,The Bouncing Souls,Lean On Sheena,7IR7GUO0dUyUsBp7BfQ3vJ,53,0.16,0.491,3.34645,0.866,0.000211,0.13,-4.431,0.0583,175.969,0.694
Opera,Léo Delibes,"Sylvia Ou La Nymphe De Diane, Ballet En 3 Actes Et 5 Tableaux - Acte I - N°1 - Faunes Et Dryades (Scherzo)",09H68Ta885Zd9ed14yWyD6,8,0.951,0.206,7.786216666666666,0.0173,0.721,0.129,-31.991,0.0402,110.151,0.0462
Alternative,Hollywood Undead,Bang Bang,5JFYMLgh9XKCZMDI3fUp8w,52,0.00144,0.561,3.680816666666667,0.908,0.0,0.117,-3.282,0.136,135.076,0.427
Soundtrack,Steve Jablonsky,Prime,1gfi1VUwrO0R1TC2hfTmHC,45,0.792,0.195,2.24555,0.486,0.895,0.0909,-16.564,0.0654,80.123,0.144
Folk,Lord Huron,The Problem With Your Daughter,6TJQts1N0dLDer8VBmJ8EP,41,0.782,0.541,3.5777,0.546,0.656,0.385,-8.919,0.0322,122.942,0.269
Alternative,Kiana Ledé,Heavy,6lvjwK4i5Y9fVRielMpHJf,53,0.326,0.736,3.6011166666666665,0.489,2.3e-06,0.118,-8.009,0.345,74.0,0.186
Alternative,Killswitch Engage,This is Absolution,7lcuIiWzol3KwvDspHqG5c,45,2.9e-05,0.439,3.5726666666666667,0.989,0.0036,0.362,-2.266,0.053,158.004,0.233
Children's Music,Ibrary's Children's Music & Stories,Monkey and the Camel,6YJIebpnwNaWXWUqdjJsCg,8,0.866,0.746,1.3749333333333331,0.361,0.0,0.298,-10.407,0.829,72.917,0.653
Folk,The Shins,Fighting in a Sack,5v4NKLZzmlPtmHH9NZy3Cn,42,0.00204,0.551,2.44445,0.902,0.0,0.0628,-3.793,0.0433,114.998,0.523
Blues,Morphine,The Only One,1kGTAY0wE25Emfq6hjRXwt,30,0.434,0.777,2.7333333333333334,0.251,0.00622,0.152,-17.017,0.0468,115.843,0.564
Movie,Grégory Lemarchal,Promets-moi,1ATh6HUSlJxoCkct91W4nz,11,0.0164,0.502,3.5957833333333333,0.66,2.56e-06,0.0968,-7.837,0.04,159.788,0.45
Blues,Etta James,Jump Into Love,4Ll967sjZnPLLMdFcWlgWi,35,0.174,0.479,3.3886666666666665,0.839,1.58e-05,0.171,-9.314,0.185,179.329,0.833
Reggaeton,Wisin & Yandel,El Booty,1Ej4yTYet8S9PO38JTF067,29,0.173,0.711,2.6851166666666666,0.849,0.0,0.277,-5.307,0.0405,94.99,0.59
Rock,Oasis,Live Forever - Remastered,2SwLswBtbxloI4uMcfkfLf,55,2.39e-05,0.104,4.611033333333333,0.794,1.46e-05,0.355,-4.353,0.0426,83.972,0.179
Children’s Music,Highly Suspect,Send Me An Angel,5IpREMuMUXO08el4CDO6ha,46,0.0339,0.551,4.490666666666667,0.617,0.000986,0.152,-5.964,0.0327,126.086,0.183
Reggae,Dread Mar I,De Que Me Vas a Hablar - En Vivo,0xgriNfQGFw3ZSrIjbq5cu,44,0.372,0.582,3.1273333333333335,0.758,0.0118,0.364,-4.791,0.0454,167.237,0.775
Folk,Belle & Sebastian,Expectations,5xxfrTsLd4BJqfm18eRw9I,39,0.594,0.504,3.5453333333333332,0.385,0.00114,0.108,-13.298,0.0336,119.067,0.491
Hip-Hop,Lupe Fiasco,Battle Scars,1hWYT0w2R0J19rlVkiez7X,71,0.186,0.517,4.172,0.811,0.0,0.105,-4.526,0.286,168.269,0.494
World,Robert Rich,Seeking Eden,1CofRHm9js6lOifjvBuM49,30,0.976,0.167,8.10155,0.138,0.956,0.113,-22.314,0.0398,69.176,0.0309
Electronic,Virtual Riot,The Darkest Night,2y9egVr5ED9XNCV0Etym4F,38,0.0497,0.451,4.140533333333333,0.663,0.578,0.271,-8.036,0.121,143.75,0.111
Dance,Ginuwine,Pony,6mz1fBdKATx6qP4oP1I65G,74,0.00186,0.749,4.19555,0.605,0.0381,0.115,-9.359,0.086,142.024,0.966
Alternative,Adelitas Way,Invincible,4FthwGFz9SVZgCVqxNXsSK,57,0.000213,0.405,3.1688833333333335,0.962,2.31e-06,0.108,-4.894,0.0842,170.023,0.489
Jazz,Parov Stelar,TROUBLE (feat. Nikki Williams),0askij29rvVKPsRJMOXfor,56,0.0225,0.628,3.2121833333333334,0.697,0.0,0.503,-5.777,0.0571,104.89,0.652
Dance,Jennifer Lopez,Booty,6dshconh2KBbGxVh7GtSTC,62,0.00344,0.714,3.495,0.951,0.000161,0.225,-4.151,0.0533,128.964,0.458
Hip-Hop,Kevin Gates,M.A.T.A.,4RwVpiy6oEEF8yo8jigRBq,59,0.0746,0.446,3.6658666666666666,0.732,0.0,0.218,-4.876,0.279,139.674,0.347
Dance,Avril Lavigne,Souvenir,28H24GURvUF2PQ6275xudN,64,0.407,0.486,2.9587,0.743,0.0,0.0902,-3.88,0.0721,179.754,0.422
Reggae,Steel Pulse,Stay Wid De Ridim - Live,3irHo69lqDESrmmFPYiC9V,29,0.133,0.677,3.9056,0.568,0.0,0.821,-11.041,0.13,167.16,0.88
Anime,Kensuke Ushio,pst,0p86O4iz1AKMKo4tQDo8HP,26,0.982,0.278,2.15555,0.0297,0.879,0.0905,-28.649,0.0333,76.249,0.106
Hip-Hop,Young Dolph,100 Shots,3TXy6nchgKeYlVwOKNk9lE,65,0.135,0.799,4.41365,0.668,4.67e-06,0.0583,-5.244,0.249,134.005,0.153
Classical,Blind Guardian,Fly,7froaf5dznzfMDpceMY9eG,36,0.00937,0.529,5.76305,0.938,0.0203,0.0488,-4.625,0.155,117.988,0.193
Dance,Joe,No One Else Comes Close,3hYctzBStAGPRvahcZmJJF,56,0.534,0.608,3.8511166666666665,0.531,7.17e-06,0.183,-9.549,0.028,110.092,0.328
Alternative,Crossfade,No Giving Up,7M7VUNhN51Fjsu58dLv0EY,50,0.000601,0.478,3.5771166666666665,0.903,0.0,0.124,-5.35,0.14,173.967,0.736
Jazz,Leon Redbone,"Champagne Charlie - Live at Glocke, Bremen, 12th Jan. 1977",6HN1diqkIdaqLCHDH80qhV,36,0.83,0.554,5.52555,0.28,9.95e-06,0.122,-17.488,0.457,93.673,0.454
World,AfroCubism,A La Luna Yo Me Voy,1MBhsx2VGXTqrXKBAdii9p,40,0.781,0.58,3.99845,0.584,6.98e-05,0.0917,-8.573,0.0403,136.617,0.918
Country,Moonshine Bandits,Pass the Ammo,19oHtWYoOcH124PurkYOUr,39,0.0191,0.485,3.5236,0.7,0.00127,0.207,-6.009,0.0476,169.953,0.227
Alternative,Foo Fighters,Outside,5BfbdJLRp9gUyyxeGJUECL,52,1.25e-05,0.362,5.242883333333333,0.866,0.312,0.0831,-6.319,0.0725,166.007,0.371
Movie,Bruce Broughton,"Message Montage - From ""The Rescuers Down Under""/Score",4sY8r3Y41UAxsKzeNXWv5S,13,0.839,0.358,2.824666666666667,0.158,0.614,0.154,-19.268,0.0349,83.634,0.158
Ska,Dead Kennedys,Pull My Strings,63vGwrzfRPfxBLDqmeLNY6,39,0.0863,0.319,5.87645,0.9,4.72e-05,0.712,-5.927,0.176,85.682,0.465
Ska,Strung Out,Velvet Alley,6J71s4E4tkFcfvCVGMLNO2,30,0.000215,0.332,3.03445,0.977,7.91e-06,0.348,-4.824,0.103,99.958,0.436
Blues,Son Seals,Funky Bitch,3FJzoDaMsDjHxdM4vjJJdJ,34,0.0541,0.507,3.743333333333333,0.64,0.0105,0.056,-11.733,0.0397,106.297,0.964
World,Amadou & Mariam,Filaou Bessame,1fVN20S5dYbp6PZrrnILfn,41,0.194,0.759,3.5813166666666665,0.626,1.29e-05,0.156,-7.335,0.064,108.255,0.347
Anime,Hello Sleepwalkers,Kanjyou Yuuei,5Dl3bvS6ydVTFlrU5SZCvp,16,0.000286,0.461,2.77045,0.811,0.0,0.098,-2.424,0.0363,167.912,0.353
Comedy,Frank Caliendo,What Was I Thinking Clones?,2M76ITOwJuUfnEwmdx0y9i,20,0.805,0.585,5.743333333333333,0.896,0.0,0.945,-12.111,0.932,117.701,0.0819
Ska,Left Alone,Gone,5mvD274MxrK7xTUD6JRdBm,16,0.00639,0.517,2.8233333333333333,0.968,0.0,0.11,-3.778,0.0531,164.056,0.918
Opera,Richard Wagner,"Siegfried, WWV. 86c, Act II: Du holdes Vöglein (Waldweben) (Siegfried)",6zrlwhxVHtJ3wUE3qpHp97,5,0.874,0.157,3.2948833333333334,0.0117,2.42e-05,0.0557,-32.141,0.0431,70.431,0.127
Movie,Bernard Minet,Turbo Rangers - Générique,05zMuLgyLXitJt0uTauZFc,1,0.717,0.753,2.454,0.702,1.47e-06,0.285,-10.688,0.0373,130.023,0.775
Soul,Allen Stone,Sleep,7uYa1c7oSt1Ycof8y37wPS,33,0.00534,0.628,2.44155,0.551,0.0,0.0567,-7.512,0.249,203.778,0.484
Folk,Carole King,Smackwater Jack,0PrW6YZOBGeukTkvJsSIV3,47,0.445,0.656,3.698,0.552,0.000269,0.0822,-8.881,0.0315,125.795,0.769
R&B,Sammie,I Left... Because I Love You,4sHtvDvseb7arMPocPd6DN,47,0.461,0.697,2.984366666666667,0.561,3.89e-05,0.143,-4.208,0.0961,139.98,0.605
Rock,James Ingram,I Don't Have the Heart,5In7xBveNACCRX2uWNoPuW,64,0.658,0.487,4.225116666666667,0.423,0.0,0.109,-8.181,0.0243,88.883,0.334
Dance,Betty Who,Old Me,6NPGVjQUXQxdESkXSWQuNK,51,0.226,0.723,2.35725,0.592,0.0,0.359,-4.495,0.0735,108.058,0.76
Reggaeton,R.K.M & Ken-Y,Mas,5aGzlcUYZmhafG5siYr90E,37,0.0652,0.694,3.5577833333333335,0.888,0.000525,0.101,-4.4,0.061,89.987,0.657
Country,Devin Dawson,Dark Horse,2acY06yawZEmaGVe3Ojdeh,55,0.369,0.543,3.5271166666666667,0.625,0.0,0.128,-4.558,0.0281,152.033,0.335
Alternative,GoldLink,Yard (feat. Haile of WSTRN) (feat. Haile),7d4WkbOVqZ8KeQxtjTL3zi,57,0.00167,0.637,3.2746666666666666,0.743,0.000743,0.142,-7.711,0.28,191.995,0.964
R&B,Elujay,Mrs. Jackson,6a6z50nUwGTn44jn69fh7q,43,0.00563,0.8,3.744683333333333,0.515,0.00054,0.117,-7.673,0.168,93.976,0.295
Indie,Kid Quill,Small Talk,4XKkXLePJKajib3Mo4PKYV,59,0.307,0.78,4.065183333333334,0.573,0.000113,0.14,-9.23,0.0615,99.962,0.377
Electronic,Daft Punk,Something About Us (Love Theme from Interstella 5555),3SfSYQLgcrGajPkU5EEr2E,36,0.295,0.889,2.248883333333333,0.423,0.449,0.084,-9.759,0.0456,99.935,0.81
